"cls_id" "cls_date" "send_col" "receive_col" "time_estimate_col" "type_col" "time_col" "private_col" "social_col" "public_task_col" "private_task_col" "public_social_col" "private_social_col" "question_col" "answer_col" "teach_talk_col" "to_all_col" "from_all_col" "hand_col" "sanction_col" "praise_col" "right_col" "wrong_col" "cheat_col" "joke_col"
182 "3/27/97" 8 7 3.286 13 6 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 7 8 3.429 13 6 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 9 7 3.571 13 6 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 7 9 3.714 13 6 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 5 2 4.286 13 6 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 2 5 4.429 13 6 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 5 11 4.571 13 6 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 5 4.714 13 6 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 17 4.857 13 6 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 17 11 5 13 6 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 9 8 5.143 13 6 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 8 9 5.286 13 6 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 9 7 5.429 13 6 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 7 9 5.571 13 6 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 7 8 5.714 13 6 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 8 7 5.857 13 6 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 3 2 6.321 13 9 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 2 3 6.429 13 9 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 3 2 6.536 13 9 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 2 3 6.643 13 9 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 3 5 6.75 13 9 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 5 3 6.857 13 9 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 17 6.964 13 9 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 17 11 7.071 13 9 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 18 4 7.393 13 9 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 4 18 7.5 13 9 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 7 1 7.607 13 9 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 1 7 7.714 13 9 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 15 7 7.821 13 9 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 7 15 7.929 13 9 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 17 8.25 13 9 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 17 11 8.357 13 9 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 2 17 8.464 13 9 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 17 2 8.571 13 9 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 3 8.893 13 9 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 3 11 9 13 9 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 14 18 10.041 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 18 14 10.135 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 5 2 10.419 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 2 5 10.514 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 3 5 10.797 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 5 3 10.892 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 7 1 10.986 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 1 7 11.081 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 18 4 11.27 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 4 18 11.365 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 18 4 11.459 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 4 18 11.554 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 17 11 11.743 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 17 11.838 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 5 17 12.595 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 17 5 12.689 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 9 8 12.784 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 8 9 12.878 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 17 12.973 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 17 11 13.068 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 1 9 13.162 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 9 1 13.257 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 9 8 13.446 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 8 9 13.541 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 3 11 13.635 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 3 13.73 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 3 17 13.824 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 17 3 13.919 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 3 14.203 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 3 11 14.297 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 17 11 14.392 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 17 14.486 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 3 11 14.865 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 3 14.959 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 3 11 15.054 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 3 15.149 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 3 17 15.243 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 17 3 15.338 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 3 17 15.432 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 17 3 15.527 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 17 11 15.622 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 17 15.716 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 17 11 15.811 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 17 15.905 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 3 12 16.391 1 3 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 12 3 16.522 1 3 "0" 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0
182 "3/27/97" 11 3 16.783 1 3 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 12 16.913 1 3 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 12 11 17.043 1 3 "0" 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
182 "3/27/97" 3 12 17.826 1 3 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 2 17 18.609 1 3 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 17 2 18.739 1 3 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 2 11 18.87 1 3 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 2 19 1 3 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 15 8 19.789 1 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 8 15 19.921 1 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 12 21.105 1 5 "0" 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 12 11 21.237 1 5 "0" 1 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0
182 "3/27/97" 9 8 21.5 1 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 8 9 21.632 1 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 18 4 21.763 1 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 4 18 21.895 1 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 2 22.289 1 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 2 11 22.421 1 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 4 14 22.947 1 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 14 4 23.079 1 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 4 18 23.211 1 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 18 4 23.342 1 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 7 1 23.605 1 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 1 7 23.737 1 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 8 12 24.5 1 7 "0" 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 18 4 24.625 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 4 18 24.75 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 8 12 25.125 1 7 "0" 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 17 25.375 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 17 11 25.5 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 2 17 25.625 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 17 2 25.75 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 3 25.875 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 3 11 26 1 7 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 1 26.606 1 8 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 11 2 26.606 1 8 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 11 3 26.606 1 8 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 11 4 26.606 1 8 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 11 5 26.606 1 8 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 11 6 26.606 1 8 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 11 7 26.606 1 8 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 11 8 26.606 1 8 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 11 9 26.606 1 8 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 11 10 26.606 1 8 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 11 12 26.606 1 8 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 11 15 26.606 1 8 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 11 14 26.606 1 8 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 11 13 26.606 1 8 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 11 16 26.606 1 8 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 11 17 26.606 1 8 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 11 18 26.606 1 8 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 11 12 26.97 1 8 "0" 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 2 12 27.091 1 8 "0" 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 12 27.333 1 8 "0" 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 2 12 27.455 1 8 "0" 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 14 18 27.697 1 8 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 18 14 27.818 1 8 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 12 28.909 1 8 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 7 1 29.152 1 8 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 1 7 29.273 1 8 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 18 4 29.394 1 8 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 4 18 29.515 1 8 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 8 12 29.758 1 8 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 2 5 30 1 8 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 5 2 30.121 1 8 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 5 30.242 1 8 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 5 11 30.364 1 8 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 17 30.606 1 8 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 17 11 30.727 1 8 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 17 30.848 1 8 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 17 11 30.97 1 8 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 3 31.091 1 8 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 3 11 31.212 1 8 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 2 31.333 1 8 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 2 11 31.455 1 8 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 17 3 31.576 1 8 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 3 17 31.697 1 8 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 5 11 31.818 1 8 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 5 31.939 1 8 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 7 1 32.061 1 8 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 1 7 32.182 1 8 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 17 33.152 1 8 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 17 11 33.273 1 8 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 17 33.879 1 8 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 17 11 34 1 8 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 7 1 34.64 1 12 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 1 7 34.8 1 12 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 7 1 34.96 1 12 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 1 7 35.12 1 12 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 18 4 35.28 1 12 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 4 18 35.44 1 12 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 5 17 35.6 1 12 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 17 5 35.76 1 12 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 2 11 35.92 1 12 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 2 36.08 1 12 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 2 17 36.24 1 12 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 17 2 36.4 1 12 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 17 37.52 1 12 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 17 11 37.68 1 12 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 3 11 38.189 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 11 3 38.283 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 5 2 38.566 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 2 5 38.66 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 5 2 38.755 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 2 5 38.849 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 18 4 38.943 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 4 18 39.038 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 8 15 39.132 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 15 8 39.226 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 1 8 39.321 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 8 1 39.415 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 4 18 39.509 5 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 18 4 39.604 5 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 8 15 39.698 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 15 8 39.792 5 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "3/27/97" 8 1 40.075 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 8 2 40.075 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 8 3 40.075 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 8 4 40.075 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 8 5 40.075 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 8 6 40.075 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 8 7 40.075 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 8 9 40.075 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 8 10 40.075 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 8 11 40.075 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "3/27/97" 8 12 40.075 5 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
