"ids" "gender" "prestige" "research_type" "subject"
34069 1 "low prestige" "qualitative" 21
34070 0 "low prestige" "quantitative" 19
34071 0 "low prestige" "qualitative" 8
34072 NA "low prestige" "qualitative" 28
34073 1 "low prestige" "quantitative" 21
34074 NA "low prestige" "quantitative" 13
34075 0 "low prestige" "qualitative" 5
34076 NA "low prestige" "quantitative" 10
34077 NA "low prestige" "quantitative" 21
34078 1 "low prestige" "qualitative" 24
34079 0 "low prestige" "quantitative" 13
34080 1 "low prestige" "qualitative" 24
34081 0 "low prestige" "qualitative" 21
34082 NA "low prestige" "quantitative" 19
34083 NA "low prestige" "mixed" 7
34084 1 "low prestige" "quantitative" 6
34085 1 "low prestige" "qualitative" 21
34086 0 "low prestige" "mixed" 20
34087 NA "low prestige" "mixed" 24
34088 NA "low prestige" "quantitative" 7
34089 NA "low prestige" "qualitative" 24
34090 1 "low prestige" "qualitative" 27
34091 0 "low prestige" "quantitative" 29
34092 0 "low prestige" "qualitative" 24
34093 NA "low prestige" "quantitative" 21
34094 1 "low prestige" "quantitative" 21
34095 NA "low prestige" "quantitative" 19
34096 0 "low prestige" "qualitative" 26
34097 1 "low prestige" "qualitative" 2
34098 1 "low prestige" "quantitative" 21
34099 1 "low prestige" "qualitative" 9
34100 1 "low prestige" "quantitative" 20
34101 0 "low prestige" "qualitative" 18
34102 NA "low prestige" "qualitative" 6
34103 NA "low prestige" "quantitative" 19
34104 1 "low prestige" "quantitative" 19
34105 1 "low prestige" "qualitative" 4
34106 1 "low prestige" "quantitative" 9
34107 NA "low prestige" "quantitative" 6
34108 NA "low prestige" "mixed" 19
34109 1 "low prestige" "quantitative" 19
34110 NA "low prestige" "quantitative" 21
34111 NA "low prestige" "qualitative" 2
34112 1 "low prestige" "mixed" 21
34113 0 "low prestige" "qualitative" 21
34114 0 "high prestige" "quantitative" 19
34115 0 "low prestige" "quantitative" 21
34116 1 "low prestige" "qualitative" 21
34117 0 "low prestige" "qualitative" 21
34118 1 "low prestige" "quantitative" 21
34119 1 "low prestige" "qualitative" 5
34120 0 "low prestige" "qualitative" 5
34121 1 "low prestige" "qualitative" 21
34122 1 "high prestige" "quantitative" 1
34123 1 "low prestige" "quantitative" 26
34124 0 "low prestige" "quantitative" 7
34125 0 "low prestige" "qualitative" 21
34126 0 "low prestige" "quantitative" 8
34127 0 "low prestige" "quantitative" 21
34128 0 "low prestige" "quantitative" 21
34129 0 "low prestige" "qualitative" 19
34130 NA "low prestige" "quantitative" 21
34131 1 "low prestige" "quantitative" 20
34132 NA "low prestige" "qualitative" 14
34133 0 "low prestige" "quantitative" 19
34134 NA "low prestige" "qualitative" 21
34135 NA "low prestige" "quantitative" 19
34136 0 "low prestige" "quantitative" 20
34137 1 "high prestige" "quantitative" 20
34138 NA "low prestige" "quantitative" 21
34139 0 "low prestige" "quantitative" 21
34140 NA "low prestige" "quantitative" 7
34141 NA "low prestige" "quantitative" 4
34142 NA "low prestige" "quantitative" 10
34143 1 "low prestige" "mixed" 7
34144 1 "low prestige" "qualitative" 7
34145 1 "high prestige" "quantitative" 4
34146 NA "high prestige" "quantitative" 9
34147 1 "low prestige" "quantitative" 20
34148 0 "low prestige" "quantitative" 3
34149 1 "low prestige" "quantitative" 20
34150 1 "low prestige" "quantitative" 3
34151 0 "low prestige" "qualitative" 14
34152 0 "low prestige" "quantitative" 20
34153 NA "low prestige" "mixed" 6
34154 NA "low prestige" "mixed" 4
34155 0 "low prestige" "qualitative" 13
34156 NA "low prestige" "quantitative" 3
34157 1 "low prestige" "qualitative" 14
34158 NA "high prestige" "quantitative" 6
34159 0 "low prestige" "quantitative" 19
34160 1 "low prestige" "qualitative" 16
34161 NA "low prestige" "quantitative" 9
34162 1 "low prestige" "qualitative" 18
34163 0 "low prestige" "quantitative" 14
34164 0 "low prestige" "mixed" 8
34165 1 "low prestige" "mixed" 21
34166 1 "low prestige" "mixed" 21
34167 NA "low prestige" "quantitative" 24
34168 1 "low prestige" "quantitative" 19
34169 0 "low prestige" "quantitative" 2
34170 NA "low prestige" "qualitative" 20
34171 1 "low prestige" "quantitative" 19
34172 1 "low prestige" "quantitative" 16
34173 0 "low prestige" "qualitative" 24
34174 0 "low prestige" "mixed" 21
34175 1 "high prestige" "mixed" 6
34176 NA "low prestige" "quantitative" 18
34177 0 "low prestige" "quantitative" 10
34178 NA "low prestige" "quantitative" 19
34179 NA "low prestige" "quantitative" 24
34180 1 "low prestige" "mixed" 21
34181 1 "low prestige" "quantitative" 19
34182 1 "low prestige" "quantitative" 6
34183 0 "low prestige" "quantitative" 8
34184 NA "low prestige" "quantitative" 14
34185 0 "low prestige" "quantitative" 21
34186 0 "low prestige" "qualitative" 8
34187 NA "low prestige" "quantitative" 21
34188 0 "low prestige" "quantitative" 24
34189 1 "low prestige" "quantitative" 19
34190 1 "low prestige" "quantitative" 21
34191 0 "low prestige" "qualitative" 4
34192 0 "low prestige" "qualitative" 9
34193 NA "low prestige" "quantitative" 14
34194 NA "low prestige" "quantitative" 10
34195 0 "low prestige" "quantitative" 8
34196 0 "low prestige" "quantitative" 21
34197 NA "low prestige" "quantitative" 20
34198 NA "low prestige" "qualitative" 7
34199 0 "low prestige" "quantitative" 21
34200 1 "low prestige" "qualitative" 3
34201 1 "low prestige" "mixed" 6
34202 NA "low prestige" "quantitative" 21
34203 0 "low prestige" "qualitative" 16
34204 1 "low prestige" "quantitative" 14
34205 1 "low prestige" "quantitative" 8
34206 1 "low prestige" "quantitative" 19
34207 0 "low prestige" "quantitative" 3
34208 1 "low prestige" "quantitative" 1
34209 0 "low prestige" "quantitative" 20
34210 1 "low prestige" "mixed" 20
34211 0 "low prestige" "quantitative" 21
34212 1 "low prestige" "quantitative" 24
34213 0 "low prestige" "qualitative" 21
34214 0 "low prestige" "quantitative" 21
34215 1 "low prestige" "mixed" 21
34216 0 "low prestige" "quantitative" 20
34217 1 "low prestige" "quantitative" 3
34218 NA "low prestige" "quantitative" 1
34219 NA "low prestige" "quantitative" 21
34220 0 "low prestige" "qualitative" 24
34221 0 "low prestige" "quantitative" 3
34222 0 "low prestige" "quantitative" 21
34223 0 "low prestige" "quantitative" 4
34224 0 "low prestige" "qualitative" 19
34225 NA "low prestige" "quantitative" 3
34226 1 "low prestige" "quantitative" 14
34227 0 "low prestige" "quantitative" 1
34228 0 "low prestige" "quantitative" 21
34229 0 "high prestige" "mixed" 20
34230 NA "low prestige" "qualitative" 13
34231 0 "low prestige" "quantitative" 20
34232 NA "low prestige" "qualitative" 7
34233 NA "low prestige" "quantitative" 7
34234 NA "low prestige" "quantitative" 3
34235 NA "low prestige" "qualitative" 21
34236 0 "low prestige" "quantitative" 19
34237 0 "low prestige" "quantitative" 14
34238 0 "low prestige" "quantitative" 19
34239 1 "low prestige" "quantitative" 14
34240 NA "low prestige" "qualitative" 21
34241 NA "low prestige" "quantitative" 7
34242 NA "low prestige" "quantitative" 21
34243 0 "low prestige" "quantitative" 21
34244 NA "low prestige" "quantitative" 21
34245 NA "low prestige" "quantitative" 21
34246 1 "low prestige" "mixed" 9
34247 0 "low prestige" "quantitative" 21
34248 NA "low prestige" "qualitative" 14
34249 1 "low prestige" "quantitative" 21
34250 0 "low prestige" "qualitative" 21
34251 0 "low prestige" "quantitative" 21
34252 0 "low prestige" "quantitative" 19
34253 1 "low prestige" "quantitative" 21
34254 NA "high prestige" "qualitative" 19
34255 NA "low prestige" "quantitative" 21
34256 NA "low prestige" "quantitative" 20
34257 NA "low prestige" "quantitative" 19
34258 NA "low prestige" "quantitative" 4
34259 1 "high prestige" "quantitative" 21
34260 NA "low prestige" "quantitative" 2
34261 NA "low prestige" "quantitative" 29
34262 0 "low prestige" "quantitative" 14
34263 1 "low prestige" "quantitative" 3
34264 NA "low prestige" "quantitative" 3
34265 NA "low prestige" "quantitative" 13
34266 NA "low prestige" "quantitative" 29
34267 1 "low prestige" "quantitative" 21
34268 NA "low prestige" "quantitative" 21
34269 1 "low prestige" "mixed" 21
34270 NA "low prestige" "quantitative" 9
34271 0 "low prestige" "qualitative" 21
34272 NA "low prestige" "qualitative" 20
34273 NA "low prestige" "quantitative" 19
34274 1 "low prestige" "quantitative" 9
34275 1 "high prestige" "quantitative" 18
34276 0 "low prestige" "qualitative" 6
34277 1 "low prestige" "qualitative" 21
34278 1 "low prestige" "qualitative" 19
34279 0 "low prestige" "qualitative" 29
34280 0 "low prestige" "qualitative" 29
34281 1 "low prestige" "qualitative" 2
34282 1 "low prestige" "qualitative" 26
34283 NA "low prestige" "quantitative" 21
34284 NA "low prestige" "quantitative" 20
34285 0 "low prestige" "qualitative" 20
34286 0 "low prestige" "mixed" 20
34287 0 "low prestige" "quantitative" 21
34288 NA "low prestige" "qualitative" 14
34289 0 "low prestige" "quantitative" 7
34290 0 "low prestige" "mixed" 20
34291 0 "low prestige" "quantitative" 19
34292 0 "low prestige" "qualitative" 7
34293 NA "low prestige" "quantitative" 1
34294 1 "low prestige" "qualitative" 21
34295 0 "low prestige" "quantitative" 20
34296 0 "low prestige" "quantitative" 7
34297 0 "low prestige" "quantitative" 21
34298 0 "low prestige" "quantitative" 21
34299 NA "low prestige" "quantitative" 19
34300 NA "low prestige" "quantitative" 21
34301 NA "low prestige" "quantitative" 8
34302 NA "low prestige" "quantitative" 20
34303 0 "low prestige" "qualitative" 20
34304 1 "low prestige" "qualitative" 24
34305 0 "low prestige" "mixed" 21
34306 NA "low prestige" "qualitative" 21
34307 NA "low prestige" "quantitative" 19
34308 0 "low prestige" "quantitative" 7
34309 0 "low prestige" "qualitative" 19
34310 0 "low prestige" "quantitative" 20
34311 1 "low prestige" "qualitative" 4
34312 0 "low prestige" "qualitative" 19
34313 0 "low prestige" "qualitative" 6
34314 NA "low prestige" "qualitative" 24
34315 0 "low prestige" "qualitative" 21
34316 NA "low prestige" "quantitative" 1
34317 1 "low prestige" "quantitative" 21
34318 1 "low prestige" "quantitative" 8
34319 0 "low prestige" "quantitative" 21
34320 0 "low prestige" "mixed" 20
34321 0 "low prestige" "quantitative" 21
34322 0 "low prestige" "quantitative" 20
34323 NA "low prestige" "quantitative" 8
34324 1 "high prestige" "quantitative" 21
34325 NA "low prestige" "quantitative" 7
34326 0 "low prestige" "quantitative" 19
34327 NA "low prestige" "quantitative" 21
34328 1 "low prestige" "quantitative" 9
34329 1 "high prestige" "quantitative" 10
34330 1 "low prestige" "quantitative" 16
34331 NA "low prestige" "quantitative" 6
34332 NA "low prestige" "quantitative" 6
34333 NA "low prestige" "qualitative" 11
34334 NA "low prestige" "quantitative" 19
34335 1 "low prestige" "qualitative" 16
34336 0 "low prestige" "quantitative" 3
34337 1 "low prestige" "quantitative" 19
34338 0 "low prestige" "mixed" 10
34339 1 "low prestige" "quantitative" 29
34340 NA "low prestige" "qualitative" 29
34341 1 "low prestige" "quantitative" 10
34342 0 "low prestige" "qualitative" 21
34343 0 "low prestige" "quantitative" 21
34344 NA "low prestige" "qualitative" 21
34345 0 "low prestige" "qualitative" 14
34346 1 "low prestige" "quantitative" 26
34347 0 "low prestige" "quantitative" 16
34348 NA "low prestige" "quantitative" 21
34349 0 "low prestige" "quantitative" 24
34350 1 "high prestige" "qualitative" 15
34351 0 "low prestige" "qualitative" 1
34352 NA "low prestige" "quantitative" 21
34353 NA "low prestige" "quantitative" 6
34354 1 "low prestige" "qualitative" 24
34355 1 "low prestige" "quantitative" 21
34356 NA "low prestige" "qualitative" 9
34357 NA "low prestige" "qualitative" 20
34358 NA "low prestige" "quantitative" 5
34359 0 "low prestige" "quantitative" 12
34360 0 "low prestige" "quantitative" 19
34361 1 "low prestige" "quantitative" 4
34362 NA "low prestige" "quantitative" 21
34363 NA "low prestige" "mixed" 16
34364 NA "low prestige" "quantitative" 21
34365 1 "low prestige" "qualitative" 15
34366 NA "low prestige" "qualitative" 24
34367 0 "low prestige" "quantitative" 20
34368 0 "low prestige" "qualitative" 21
34369 0 "low prestige" "mixed" 21
34370 0 "low prestige" "qualitative" 9
34371 0 "low prestige" "quantitative" 21
34372 0 "low prestige" "qualitative" 19
34373 NA "low prestige" "quantitative" 21
34374 NA "low prestige" "quantitative" 21
34375 NA "low prestige" "qualitative" 19
34376 1 "low prestige" "quantitative" 26
34377 1 "low prestige" "quantitative" 26
34378 0 "low prestige" "mixed" 3
34379 1 "low prestige" "quantitative" 14
34380 0 "low prestige" "quantitative" 20
34381 1 "low prestige" "quantitative" 24
34382 NA "low prestige" "quantitative" 21
34383 0 "low prestige" "quantitative" 14
34384 NA "high prestige" "quantitative" 6
34385 0 "low prestige" "qualitative" 16
34386 NA "low prestige" "qualitative" 21
34387 0 "low prestige" "quantitative" 19
34388 1 "low prestige" "quantitative" 19
34389 1 "low prestige" "quantitative" 7
34390 1 "low prestige" "qualitative" 20
34391 0 "low prestige" "quantitative" 14
34392 1 "low prestige" "quantitative" 26
34393 1 "low prestige" "quantitative" 14
34394 NA "low prestige" "qualitative" 28
34395 1 "low prestige" "quantitative" 12
34396 1 "low prestige" "qualitative" 29
34397 0 "low prestige" "quantitative" 18
34398 NA "low prestige" "qualitative" 2
34399 1 "low prestige" "quantitative" 20
34400 1 "low prestige" "qualitative" 5
34401 1 "low prestige" "qualitative" 24
34402 1 "low prestige" "mixed" 29
34403 NA "low prestige" "qualitative" 2
34404 NA "low prestige" "qualitative" 21
34405 0 "low prestige" "quantitative" 21
34406 NA "low prestige" "qualitative" 20
34407 0 "low prestige" "quantitative" 7
34408 NA "low prestige" "quantitative" 7
34409 0 "low prestige" "quantitative" 29
34410 NA "low prestige" "qualitative" 14
34411 0 "low prestige" "quantitative" 21
34412 0 "low prestige" "qualitative" 20
34413 NA "low prestige" "quantitative" 4
34414 1 "low prestige" "qualitative" 5
34415 NA "low prestige" "quantitative" 9
34416 0 "low prestige" "qualitative" 21
34417 NA "low prestige" "qualitative" 15
34418 1 "low prestige" "quantitative" 21
34419 1 "low prestige" "quantitative" 21
34420 NA "low prestige" "quantitative" 21
34421 1 "high prestige" "quantitative" 10
34422 1 "low prestige" "quantitative" 21
34423 1 "low prestige" "quantitative" 20
34424 NA "low prestige" "qualitative" 8
34425 0 "low prestige" "qualitative" 17
34426 0 "low prestige" "quantitative" 21
34427 NA "low prestige" "quantitative" 21
34428 NA "low prestige" "quantitative" 14
34429 0 "low prestige" "quantitative" 21
34430 1 "low prestige" "qualitative" 7
34431 NA "low prestige" "qualitative" 21
34432 0 "low prestige" "quantitative" 24
34433 0 "low prestige" "qualitative" 14
34434 1 "high prestige" "qualitative" 6
34435 0 "low prestige" "quantitative" 6
34436 NA "low prestige" "quantitative" 1
34437 0 "low prestige" "quantitative" 3
34438 0 "low prestige" "qualitative" 5
34439 0 "low prestige" "qualitative" 21
34440 NA "low prestige" "mixed" 21
34441 1 "low prestige" "quantitative" 21
34442 1 "high prestige" "qualitative" 3
34443 0 "low prestige" "quantitative" 15
34444 0 "low prestige" "quantitative" 14
34445 1 "low prestige" "qualitative" 21
34446 0 "low prestige" "quantitative" 18
34447 1 "low prestige" "qualitative" 1
34448 0 "low prestige" "mixed" 21
34449 0 "low prestige" "quantitative" 24
34450 1 "low prestige" "qualitative" 12
34451 0 "low prestige" "quantitative" 21
34452 0 "low prestige" "qualitative" 7
34453 1 "low prestige" "quantitative" 8
34454 1 "low prestige" "quantitative" 21
34455 1 "low prestige" "qualitative" 6
34456 NA "low prestige" "quantitative" 8
34457 0 "low prestige" "quantitative" 3
34458 0 "low prestige" "qualitative" 7
34459 1 "low prestige" "qualitative" 14
34460 0 "low prestige" "quantitative" 21
34461 1 "low prestige" "quantitative" 24
34462 0 "low prestige" "qualitative" 8
34463 0 "low prestige" "quantitative" 10
34464 NA "low prestige" "quantitative" 6
34465 1 "low prestige" "qualitative" 19
34466 1 "low prestige" "quantitative" 21
34467 NA "low prestige" "qualitative" 24
34468 1 "low prestige" "quantitative" 21
34469 1 "low prestige" "quantitative" 21
34470 NA "low prestige" "quantitative" 19
34471 NA "low prestige" "quantitative" 19
34472 1 "low prestige" "quantitative" 20
34473 1 "low prestige" "quantitative" 3
34474 NA "low prestige" "qualitative" 7
34475 NA "low prestige" "qualitative" 24
34476 1 "low prestige" "qualitative" 24
34477 NA "low prestige" "qualitative" 6
34478 1 "low prestige" "qualitative" 14
34479 1 "low prestige" "qualitative" 20
34480 NA "low prestige" "quantitative" 21
34481 1 "low prestige" "quantitative" 6
34482 1 "low prestige" "quantitative" 21
34483 0 "low prestige" "qualitative" 26
34484 NA "low prestige" "qualitative" 24
34485 1 "low prestige" "mixed" 7
34486 NA "low prestige" "qualitative" 24
34487 NA "low prestige" "quantitative" 20
34488 NA "low prestige" "qualitative" 19
34489 1 "low prestige" "qualitative" 16
34490 NA "low prestige" "quantitative" 24
34491 NA "low prestige" "quantitative" 20
34492 NA "low prestige" "qualitative" 26
34493 NA "low prestige" "qualitative" 26
34494 1 "high prestige" "qualitative" 3
34495 0 "low prestige" "qualitative" 24
34496 0 "low prestige" "qualitative" 2
34497 NA "low prestige" "qualitative" 8
34498 NA "low prestige" "quantitative" 21
34499 0 "low prestige" "quantitative" 21
34500 1 "low prestige" "qualitative" 21
34501 0 "low prestige" "qualitative" 7
34502 1 "low prestige" "quantitative" 9
34503 NA "low prestige" "quantitative" 7
34504 NA "low prestige" "quantitative" 5
34505 NA "low prestige" "qualitative" 20
34506 1 "low prestige" "quantitative" 7
34507 1 "low prestige" "quantitative" 7
34508 NA "low prestige" "quantitative" 7
34509 NA "low prestige" "quantitative" 18
34510 NA "low prestige" "quantitative" 19
34511 NA "low prestige" "quantitative" 21
34512 1 "low prestige" "qualitative" 19
34513 0 "low prestige" "quantitative" 19
34514 NA "high prestige" "quantitative" 8
34515 NA "low prestige" "qualitative" 19
34516 NA "low prestige" "qualitative" 19
34517 1 "low prestige" "qualitative" 21
34518 1 "low prestige" "quantitative" 20
34519 NA "low prestige" "quantitative" 21
34520 0 "low prestige" "quantitative" 21
34521 1 "low prestige" "quantitative" 19
34522 1 "low prestige" "quantitative" 21
34523 1 "high prestige" "quantitative" 9
34524 NA "low prestige" "qualitative" 8
34525 0 "low prestige" "qualitative" 21
34526 0 "low prestige" "quantitative" 21
34527 0 "low prestige" "qualitative" 20
34528 NA "low prestige" "quantitative" 6
34529 0 "low prestige" "quantitative" 21
34530 0 "low prestige" "quantitative" 21
34531 1 "low prestige" "mixed" 4
34532 0 "low prestige" "qualitative" 24
34533 NA "low prestige" "quantitative" 3
34534 1 "low prestige" "quantitative" 21
34535 NA "low prestige" "qualitative" 6
34536 1 "low prestige" "quantitative" 21
34537 NA "low prestige" "quantitative" 20
34538 1 "low prestige" "quantitative" 3
34539 1 "low prestige" "qualitative" 6
34540 1 "low prestige" "quantitative" 21
34541 NA "low prestige" "qualitative" 20
34542 1 "low prestige" "quantitative" 21
34543 1 "high prestige" "quantitative" 20
34544 NA "low prestige" "quantitative" 21
34545 1 "low prestige" "mixed" 24
34546 1 "low prestige" "qualitative" 21
34547 1 "low prestige" "quantitative" 24
34548 0 "low prestige" "qualitative" 21
34549 1 "low prestige" "quantitative" 20
34550 0 "low prestige" "quantitative" 21
34551 1 "low prestige" "mixed" 4
34552 1 "low prestige" "quantitative" 20
34553 1 "low prestige" "quantitative" 20
34554 1 "low prestige" "quantitative" 8
34555 NA "low prestige" "qualitative" 21
34556 0 "low prestige" "qualitative" 21
34557 0 "low prestige" "quantitative" 21
34558 0 "low prestige" "qualitative" 29
34559 NA "low prestige" "quantitative" 21
34560 0 "low prestige" "mixed" 6
34561 1 "low prestige" "quantitative" 3
34562 1 "low prestige" "quantitative" 18
34563 1 "low prestige" "qualitative" 2
34564 0 "low prestige" "quantitative" 13
34565 1 "low prestige" "qualitative" 6
34566 1 "low prestige" "quantitative" 14
34567 0 "low prestige" "quantitative" 21
34568 NA "low prestige" "quantitative" 19
34569 0 "low prestige" "qualitative" 20
34570 1 "low prestige" "quantitative" 18
34571 0 "low prestige" "quantitative" 6
34572 0 "low prestige" "quantitative" 21
34573 1 "low prestige" "quantitative" 21
34574 1 "low prestige" "qualitative" 24
34575 0 "low prestige" "qualitative" 26
34576 1 "low prestige" "qualitative" 21
34577 1 "low prestige" "quantitative" 20
34578 0 "low prestige" "qualitative" 21
34579 1 "low prestige" "quantitative" 1
34580 1 "low prestige" "quantitative" 21
34581 0 "low prestige" "quantitative" 21
34582 0 "low prestige" "quantitative" 21
34583 1 "low prestige" "quantitative" 6
34584 1 "low prestige" "qualitative" 21
34585 1 "low prestige" "qualitative" 7
34586 NA "low prestige" "quantitative" 20
34587 0 "high prestige" "quantitative" 21
34588 1 "low prestige" "quantitative" 19
34589 1 "low prestige" "quantitative" 24
34590 1 "low prestige" "qualitative" 3
34591 1 "low prestige" "quantitative" 21
34592 1 "low prestige" "quantitative" 24
34593 1 "low prestige" "quantitative" 21
34594 NA "low prestige" "quantitative" 21
34595 1 "low prestige" "quantitative" 21
34596 0 "low prestige" "quantitative" 21
34597 0 "high prestige" "quantitative" 6
34598 1 "high prestige" "quantitative" 21
34599 0 "low prestige" "quantitative" 21
34600 NA "low prestige" "quantitative" 21
34601 1 "low prestige" "qualitative" 21
34602 NA "low prestige" "quantitative" 19
34603 1 "low prestige" "quantitative" 21
34604 0 "low prestige" "quantitative" 7
34605 1 "low prestige" "quantitative" 21
34606 1 "low prestige" "qualitative" 16
34607 1 "low prestige" "quantitative" 21
34608 NA "low prestige" "qualitative" 21
34609 1 "low prestige" "quantitative" 21
34610 0 "low prestige" "qualitative" 14
34611 NA "low prestige" "qualitative" 18
34612 0 "low prestige" "quantitative" 19
34613 1 "low prestige" "qualitative" 28
34614 0 "low prestige" "qualitative" 1
34615 0 "low prestige" "quantitative" 21
34616 0 "low prestige" "qualitative" 24
34617 0 "low prestige" "quantitative" 20
34618 0 "low prestige" "quantitative" 19
34619 1 "high prestige" "quantitative" 21
34620 1 "low prestige" "qualitative" 14
34621 0 "low prestige" "quantitative" 21
34622 1 "low prestige" "quantitative" 8
34623 0 "low prestige" "qualitative" 24
34624 1 "low prestige" "qualitative" 21
34625 0 "low prestige" "qualitative" 21
34626 1 "high prestige" "quantitative" 19
34627 1 "low prestige" "quantitative" 21
34628 0 "low prestige" "quantitative" 19
34629 0 "low prestige" "qualitative" 20
34630 1 "high prestige" "qualitative" 4
34631 1 "high prestige" "qualitative" 8
34632 0 "low prestige" "quantitative" 3
34633 0 "low prestige" "quantitative" 19
34634 0 "low prestige" "quantitative" 14
34635 NA "low prestige" "qualitative" 22
34636 1 "low prestige" "mixed" 24
34637 0 "low prestige" "qualitative" 1
34638 1 "low prestige" "quantitative" 20
34639 0 "low prestige" "qualitative" 21
34640 0 "low prestige" "quantitative" 21
34641 1 "low prestige" "mixed" 2
34642 0 "low prestige" "qualitative" 20
34643 1 "low prestige" "qualitative" 21
34644 1 "low prestige" "quantitative" 21
34645 1 "low prestige" "quantitative" 3
34646 0 "low prestige" "quantitative" 19
34647 NA "low prestige" "quantitative" 21
34648 0 "low prestige" "quantitative" 5
34649 NA "high prestige" "quantitative" 6
34650 0 "low prestige" "qualitative" 6
34651 1 "low prestige" "qualitative" 14
34652 1 "low prestige" "quantitative" 21
34653 NA "low prestige" "qualitative" 14
34654 0 "low prestige" "qualitative" 14
34655 0 "low prestige" "quantitative" 19
34656 0 "low prestige" "quantitative" 14
34657 1 "low prestige" "qualitative" 14
34658 0 "low prestige" "qualitative" 29
34659 1 "low prestige" "quantitative" 21
34660 0 "low prestige" "quantitative" 21
34661 0 "low prestige" "mixed" 20
34662 1 "low prestige" "quantitative" 24
34663 0 "low prestige" "qualitative" 26
34664 NA "low prestige" "quantitative" 27
34665 0 "low prestige" "quantitative" 21
34666 0 "low prestige" "qualitative" 19
34667 1 "low prestige" "mixed" 24
34668 0 "low prestige" "mixed" 21
34669 0 "low prestige" "quantitative" 19
34670 0 "low prestige" "quantitative" 21
34671 0 "low prestige" "quantitative" 14
34672 1 "low prestige" "qualitative" 26
34673 1 "low prestige" "quantitative" 3
34674 NA "low prestige" "quantitative" 8
34675 0 "low prestige" "quantitative" 21
34676 1 "low prestige" "quantitative" 16
34677 1 "low prestige" "quantitative" 24
34678 1 "low prestige" "quantitative" 21
34679 0 "low prestige" "qualitative" 27
34680 1 "low prestige" "qualitative" 13
34681 NA "low prestige" "mixed" 20
34682 1 "low prestige" "qualitative" 3
34683 1 "low prestige" "quantitative" 26
34684 NA "low prestige" "qualitative" 14
34685 1 "low prestige" "quantitative" 4
34686 1 "low prestige" "quantitative" 21
34687 1 "low prestige" "quantitative" 19
34688 0 "low prestige" "quantitative" 4
34689 0 "low prestige" "quantitative" 14
34690 1 "low prestige" "quantitative" 6
34691 NA "high prestige" "quantitative" 1
34692 0 "low prestige" "qualitative" 20
34693 1 "low prestige" "quantitative" 21
34694 1 "low prestige" "qualitative" 6
34695 NA "low prestige" "quantitative" 21
34696 1 "low prestige" "qualitative" 6
34697 0 "low prestige" "quantitative" 21
34698 NA "low prestige" "qualitative" 29
34699 1 "low prestige" "quantitative" 21
34700 1 "low prestige" "qualitative" 3
34701 0 "low prestige" "quantitative" 3
34702 0 "low prestige" "quantitative" 21
34703 NA "low prestige" "mixed" 21
34704 1 "low prestige" "quantitative" 21
34705 1 "low prestige" "quantitative" 21
34706 1 "low prestige" "quantitative" 21
34707 1 "low prestige" "quantitative" 21
34708 1 "low prestige" "qualitative" 24
34709 0 "low prestige" "quantitative" 21
34710 NA "low prestige" "mixed" 19
34711 1 "low prestige" "mixed" 3
34712 0 "low prestige" "quantitative" 19
34713 NA "low prestige" "qualitative" 21
34714 0 "low prestige" "quantitative" 21
34715 0 "low prestige" "quantitative" 3
34716 NA "low prestige" "quantitative" 21
34717 1 "low prestige" "quantitative" 9
34718 1 "low prestige" "mixed" 19
34719 0 "low prestige" "mixed" 8
34720 1 "low prestige" "qualitative" 19
34721 1 "low prestige" "qualitative" 21
34722 0 "low prestige" "quantitative" 19
34723 0 "low prestige" "quantitative" 24
34724 0 "low prestige" "quantitative" 8
34725 NA "low prestige" "quantitative" 11
34726 1 "low prestige" "quantitative" 8
34727 0 "low prestige" "qualitative" 21
34728 0 "low prestige" "mixed" 21
34729 NA "low prestige" "quantitative" 21
34730 1 "low prestige" "qualitative" 21
34731 0 "low prestige" "quantitative" 21
34732 0 "low prestige" "qualitative" 24
34733 1 "low prestige" "quantitative" 21
34734 0 "low prestige" "qualitative" 19
34735 1 "low prestige" "qualitative" 21
34736 NA "low prestige" "quantitative" 21
34737 NA "low prestige" "quantitative" 24
34738 1 "low prestige" "qualitative" 21
34739 1 "low prestige" "qualitative" 20
34740 0 "low prestige" "qualitative" 13
34741 1 "low prestige" "qualitative" 13
34742 1 "low prestige" "quantitative" 3
34743 1 "low prestige" "qualitative" 16
34744 1 "low prestige" "quantitative" 21
34745 0 "low prestige" "mixed" 16
34746 1 "low prestige" "quantitative" 16
34747 0 "low prestige" "quantitative" 20
34748 0 "low prestige" "quantitative" 21
34749 1 "low prestige" "qualitative" 21
34750 0 "low prestige" "quantitative" 21
34751 0 "low prestige" "quantitative" 21
34752 1 "low prestige" "quantitative" 19
34753 1 "low prestige" "quantitative" 3
34754 1 "low prestige" "qualitative" 20
34755 NA "low prestige" "quantitative" 21
34756 0 "low prestige" "quantitative" 29
34757 NA "low prestige" "qualitative" 14
34758 0 "low prestige" "qualitative" 20
34759 1 "low prestige" "quantitative" 8
34760 0 "low prestige" "quantitative" 16
34761 1 "low prestige" "quantitative" 9
34762 NA "low prestige" "qualitative" 13
34763 NA "low prestige" "qualitative" 24
34764 NA "low prestige" "quantitative" 21
34765 NA "low prestige" "quantitative" 20
34766 0 "low prestige" "quantitative" 20
34767 NA "low prestige" "quantitative" 21
34768 0 "low prestige" "quantitative" 21
34769 0 "low prestige" "quantitative" 24
