"ids" "gender" "prestige" "research_type" "subject"
34770 1 "low prestige" "qualitative" 24
34771 1 "low prestige" "qualitative" 16
34772 1 "low prestige" "quantitative" 24
34773 NA "low prestige" "quantitative" 14
34774 0 "low prestige" "quantitative" 19
34775 1 "low prestige" "quantitative" 21
34776 1 "low prestige" "qualitative" 9
34777 0 "low prestige" "qualitative" 21
34778 NA "low prestige" "qualitative" 21
34779 NA "low prestige" "qualitative" 21
34780 0 "low prestige" "quantitative" 21
34781 NA "low prestige" "quantitative" 24
34782 0 "low prestige" "quantitative" 28
34783 0 "low prestige" "qualitative" 16
34784 NA "low prestige" "quantitative" 20
34785 1 "low prestige" "qualitative" 1
34786 NA "low prestige" "quantitative" 20
34787 NA "low prestige" "quantitative" 19
34788 0 "low prestige" "qualitative" 14
34789 0 "low prestige" "quantitative" 21
34790 0 "low prestige" "qualitative" 20
34791 0 "low prestige" "quantitative" 24
34792 0 "low prestige" "mixed" 21
34793 NA "low prestige" "quantitative" 21
34794 0 "low prestige" "quantitative" 21
34795 NA "low prestige" "qualitative" 21
34796 1 "low prestige" "quantitative" 3
34797 1 "low prestige" "mixed" 20
34798 1 "low prestige" "quantitative" 21
34799 NA "low prestige" "qualitative" 20
34800 0 "low prestige" "quantitative" 21
34801 1 "low prestige" "quantitative" 20
34802 0 "low prestige" "qualitative" 8
34803 NA "low prestige" "quantitative" 21
34804 0 "low prestige" "qualitative" 7
34805 NA "low prestige" "quantitative" 7
34806 1 "low prestige" "mixed" 21
34807 1 "low prestige" "quantitative" 29
34808 1 "low prestige" "mixed" 3
34809 0 "low prestige" "quantitative" 3
34810 1 "low prestige" "quantitative" 7
34811 0 "low prestige" "quantitative" 21
34812 1 "low prestige" "qualitative" 9
34813 1 "low prestige" "quantitative" 21
34814 0 "low prestige" "quantitative" 21
34815 1 "low prestige" "quantitative" 3
34816 1 "low prestige" "quantitative" 21
34817 1 "low prestige" "qualitative" 21
34818 NA "low prestige" "quantitative" 21
34819 NA "low prestige" "quantitative" 19
34820 0 "low prestige" "quantitative" 20
34821 1 "low prestige" "qualitative" 21
34822 0 "low prestige" "quantitative" 6
34823 1 "low prestige" "quantitative" 21
34824 1 "low prestige" "quantitative" 21
34825 1 "low prestige" "qualitative" 19
34826 0 "low prestige" "qualitative" 24
34827 0 "low prestige" "qualitative" 21
34828 1 "low prestige" "quantitative" 21
34829 1 "low prestige" "quantitative" 21
34830 1 "low prestige" "qualitative" 2
34831 1 "low prestige" "qualitative" 21
34832 0 "low prestige" "quantitative" 21
34833 NA "low prestige" "qualitative" 20
34834 0 "low prestige" "mixed" 1
34835 NA "low prestige" "qualitative" 3
34836 1 "low prestige" "mixed" 21
34837 0 "low prestige" "qualitative" 21
34838 0 "low prestige" "quantitative" 21
34839 0 "low prestige" "mixed" 21
34840 0 "low prestige" "qualitative" 19
34841 1 "low prestige" "qualitative" 21
34842 1 "low prestige" "quantitative" 21
34843 1 "low prestige" "quantitative" 21
34844 NA "low prestige" "quantitative" 3
34845 0 "low prestige" "quantitative" 21
34846 1 "low prestige" "quantitative" 21
34847 NA "low prestige" "quantitative" 21
34848 1 "low prestige" "quantitative" 19
34849 1 "low prestige" "quantitative" 8
34850 0 "low prestige" "quantitative" 21
34851 0 "low prestige" "quantitative" 16
34852 0 "low prestige" "quantitative" 19
34853 1 "high prestige" "quantitative" 4
34854 0 "low prestige" "quantitative" 21
34855 1 "low prestige" "quantitative" 10
34856 0 "low prestige" "qualitative" 24
34857 0 "low prestige" "qualitative" 21
34858 0 "low prestige" "qualitative" 21
34859 0 "low prestige" "quantitative" 18
34860 0 "low prestige" "quantitative" 21
34861 0 "low prestige" "quantitative" 21
34862 0 "low prestige" "quantitative" 20
34863 0 "low prestige" "quantitative" 20
34864 0 "low prestige" "qualitative" 24
34865 1 "low prestige" "mixed" 20
34866 1 "low prestige" "quantitative" 19
34867 0 "low prestige" "mixed" 16
34868 1 "low prestige" "quantitative" 21
34869 NA "low prestige" "quantitative" 16
34870 1 "low prestige" "quantitative" 20
34871 1 "low prestige" "qualitative" 5
34872 1 "low prestige" "quantitative" 21
34873 0 "low prestige" "quantitative" 21
34874 1 "low prestige" "quantitative" 21
34875 0 "low prestige" "qualitative" 21
34876 0 "low prestige" "qualitative" 21
34877 0 "low prestige" "mixed" 2
34878 0 "low prestige" "qualitative" 21
34879 NA "low prestige" "quantitative" 21
34880 0 "low prestige" "mixed" 6
34881 1 "high prestige" "quantitative" 6
34882 0 "low prestige" "qualitative" 21
34883 0 "low prestige" "quantitative" 19
34884 1 "low prestige" "qualitative" 8
34885 NA "low prestige" "quantitative" 21
34886 1 "low prestige" "quantitative" 21
34887 NA "low prestige" "quantitative" 21
34888 1 "low prestige" "quantitative" 18
34889 1 "low prestige" "quantitative" 7
34890 0 "low prestige" "qualitative" 19
34891 NA "low prestige" "quantitative" 21
34892 0 "low prestige" "quantitative" 21
34893 0 "low prestige" "quantitative" 21
34894 0 "low prestige" "quantitative" 21
34895 0 "low prestige" "quantitative" 20
34896 1 "low prestige" "quantitative" 21
34897 0 "low prestige" "quantitative" 21
34898 0 "low prestige" "qualitative" 8
34899 0 "low prestige" "quantitative" 21
34900 NA "low prestige" "qualitative" 19
34901 NA "low prestige" "mixed" 21
34902 1 "low prestige" "qualitative" 21
34903 1 "low prestige" "qualitative" 26
34904 1 "low prestige" "quantitative" 21
34905 0 "low prestige" "qualitative" 21
34906 1 "low prestige" "quantitative" 1
34907 1 "low prestige" "qualitative" 16
34908 1 "low prestige" "quantitative" 21
34909 NA "low prestige" "quantitative" 24
34910 1 "low prestige" "quantitative" 21
34911 0 "low prestige" "qualitative" 21
34912 0 "low prestige" "qualitative" 21
34913 0 "low prestige" "quantitative" 21
34914 0 "low prestige" "quantitative" 8
34915 NA "low prestige" "quantitative" 21
34916 1 "low prestige" "quantitative" 24
34917 1 "low prestige" "quantitative" 21
34918 0 "low prestige" "quantitative" 19
34919 0 "low prestige" "quantitative" 21
34920 1 "low prestige" "qualitative" 21
34921 1 "low prestige" "quantitative" 19
34922 0 "low prestige" "quantitative" 20
34923 0 "low prestige" "quantitative" 26
34924 0 "low prestige" "quantitative" 19
34925 0 "low prestige" "mixed" 14
34926 NA "low prestige" "quantitative" 21
34927 1 "low prestige" "quantitative" 9
34928 1 "low prestige" "quantitative" 14
34929 1 "low prestige" "quantitative" 20
34930 0 "low prestige" "quantitative" 19
34931 1 "high prestige" "quantitative" 21
34932 1 "low prestige" "quantitative" 19
34933 1 "low prestige" "quantitative" 21
34934 1 "low prestige" "quantitative" 19
34935 1 "low prestige" "mixed" 20
34936 0 "low prestige" "quantitative" 15
34937 0 "low prestige" "quantitative" 21
34938 0 "low prestige" "qualitative" 21
34939 1 "low prestige" "qualitative" 14
34940 1 "low prestige" "quantitative" 21
34941 1 "low prestige" "quantitative" 21
34942 1 "low prestige" "quantitative" 21
34943 0 "high prestige" "quantitative" 20
34944 0 "low prestige" "qualitative" 19
34945 1 "low prestige" "quantitative" 6
34946 1 "low prestige" "quantitative" 12
34947 1 "low prestige" "quantitative" 16
34948 1 "low prestige" "quantitative" 20
34949 0 "low prestige" "quantitative" 20
34950 0 "low prestige" "quantitative" 6
34951 0 "high prestige" "quantitative" 4
34952 0 "low prestige" "qualitative" 6
34953 1 "low prestige" "mixed" 14
34954 1 "high prestige" "quantitative" 12
34955 0 "low prestige" "qualitative" 19
34956 1 "low prestige" "quantitative" 21
34957 1 "low prestige" "quantitative" 20
34958 0 "low prestige" "qualitative" 21
34959 1 "low prestige" "quantitative" 19
34960 NA "low prestige" "quantitative" 21
34961 1 "low prestige" "quantitative" 21
34962 1 "low prestige" "quantitative" 19
34963 1 "low prestige" "qualitative" 16
34964 1 "low prestige" "quantitative" 20
34965 0 "low prestige" "qualitative" 21
34966 1 "low prestige" "qualitative" 7
34967 0 "low prestige" "quantitative" 21
34968 0 "low prestige" "mixed" 3
34969 NA "low prestige" "qualitative" 21
34970 1 "low prestige" "quantitative" 20
34971 1 "low prestige" "quantitative" 19
34972 0 "low prestige" "mixed" 19
34973 NA "low prestige" "quantitative" 21
34974 0 "low prestige" "quantitative" 21
34975 1 "low prestige" "qualitative" 21
34976 NA "low prestige" "quantitative" 21
34977 1 "low prestige" "quantitative" 20
34978 0 "low prestige" "quantitative" 24
34979 0 "low prestige" "quantitative" 21
34980 0 "low prestige" "quantitative" 21
34981 0 "low prestige" "quantitative" 7
34982 0 "low prestige" "quantitative" 13
34983 0 "low prestige" "quantitative" 21
34984 1 "low prestige" "quantitative" 21
34985 0 "low prestige" "quantitative" 21
34986 0 "low prestige" "quantitative" 21
34987 0 "low prestige" "quantitative" 21
34988 1 "low prestige" "quantitative" 20
34989 1 "low prestige" "quantitative" 16
34990 1 "low prestige" "quantitative" 7
34991 1 "low prestige" "qualitative" 9
34992 1 "low prestige" "quantitative" 3
34993 1 "low prestige" "quantitative" 3
34994 0 "low prestige" "quantitative" 20
34995 1 "low prestige" "qualitative" 21
34996 0 "low prestige" "qualitative" 4
34997 0 "low prestige" "quantitative" 21
34998 0 "low prestige" "quantitative" 24
34999 1 "low prestige" "quantitative" 21
35000 0 "low prestige" "quantitative" 20
35001 0 "low prestige" "quantitative" 24
35002 NA "low prestige" "quantitative" 19
35003 1 "low prestige" "qualitative" 21
35004 NA "low prestige" "quantitative" 20
35005 0 "low prestige" "quantitative" 21
35006 1 "low prestige" "qualitative" 3
35007 0 "low prestige" "quantitative" 1
35008 0 "low prestige" "quantitative" 21
35009 0 "low prestige" "qualitative" 8
35010 1 "low prestige" "quantitative" 24
35011 NA "low prestige" "quantitative" 29
35012 1 "low prestige" "qualitative" 6
35013 0 "low prestige" "qualitative" 19
35014 0 "low prestige" "quantitative" 21
35015 0 "low prestige" "quantitative" 1
35016 0 "low prestige" "quantitative" 21
35017 1 "low prestige" "qualitative" 21
35018 1 "low prestige" "qualitative" 21
35019 0 "low prestige" "quantitative" 19
35020 NA "low prestige" "mixed" 21
35021 1 "low prestige" "quantitative" 21
35022 NA "low prestige" "quantitative" 21
35023 0 "low prestige" "qualitative" 9
35024 0 "low prestige" "quantitative" 6
35025 1 "low prestige" "qualitative" 24
35026 0 "low prestige" "qualitative" 14
35027 NA "low prestige" "quantitative" 3
35028 1 "low prestige" "quantitative" 20
35029 1 "low prestige" "qualitative" 14
35030 1 "low prestige" "qualitative" 24
35031 NA "low prestige" "quantitative" 21
35032 0 "low prestige" "quantitative" 21
35033 1 "low prestige" "qualitative" 9
35034 0 "low prestige" "quantitative" 21
35035 0 "low prestige" "qualitative" 21
35036 1 "low prestige" "qualitative" 20
35037 1 "low prestige" "quantitative" 21
35038 0 "low prestige" "quantitative" 19
35039 1 "low prestige" "quantitative" 20
35040 NA "low prestige" "quantitative" 21
35041 NA "low prestige" "qualitative" 9
35042 0 "low prestige" "quantitative" 24
35043 1 "low prestige" "quantitative" 6
35044 1 "low prestige" "quantitative" 1
35045 1 "low prestige" "quantitative" 21
35046 1 "low prestige" "qualitative" 26
35047 1 "low prestige" "qualitative" 9
35048 1 "low prestige" "qualitative" 17
35049 1 "low prestige" "qualitative" 24
35050 1 "low prestige" "qualitative" 17
35051 1 "low prestige" "qualitative" 24
35052 0 "low prestige" "qualitative" 21
35053 1 "low prestige" "qualitative" 21
35054 0 "low prestige" "quantitative" 21
35055 1 "low prestige" "quantitative" 6
35056 NA "low prestige" "quantitative" 20
35057 0 "low prestige" "quantitative" 6
35058 1 "low prestige" "qualitative" 14
35059 1 "low prestige" "qualitative" 14
35060 1 "low prestige" "quantitative" 10
35061 1 "low prestige" "qualitative" 3
35062 1 "low prestige" "quantitative" 7
35063 NA "low prestige" "quantitative" 21
35064 1 "low prestige" "qualitative" 21
35065 1 "low prestige" "quantitative" 21
35066 1 "low prestige" "quantitative" 21
35067 0 "low prestige" "mixed" 21
35068 0 "low prestige" "qualitative" 21
35069 0 "low prestige" "mixed" 21
35070 0 "low prestige" "quantitative" 9
35071 0 "low prestige" "quantitative" 20
35072 1 "low prestige" "qualitative" 24
35073 NA "low prestige" "quantitative" 21
35074 1 "low prestige" "mixed" 18
35075 0 "low prestige" "quantitative" 21
35076 NA "low prestige" "mixed" 4
35077 0 "low prestige" "quantitative" 28
35078 NA "low prestige" "qualitative" 4
35079 0 "low prestige" "quantitative" 20
35080 NA "low prestige" "quantitative" 24
35081 1 "low prestige" "quantitative" 19
35082 1 "low prestige" "quantitative" 3
35083 1 "low prestige" "quantitative" 21
35084 0 "low prestige" "qualitative" 21
35085 NA "low prestige" "quantitative" 19
35086 0 "low prestige" "quantitative" 24
35087 NA "low prestige" "quantitative" 24
35088 NA "low prestige" "quantitative" 20
35089 1 "low prestige" "quantitative" 3
35090 NA "low prestige" "qualitative" 29
35091 0 "low prestige" "quantitative" 24
35092 0 "low prestige" "quantitative" 20
35093 NA "low prestige" "quantitative" 20
35094 0 "low prestige" "qualitative" 26
35095 1 "low prestige" "quantitative" 21
35096 1 "low prestige" "quantitative" 21
35097 1 "low prestige" "qualitative" 8
35098 0 "low prestige" "quantitative" 21
35099 0 "low prestige" "quantitative" 21
35100 1 "low prestige" "quantitative" 21
35101 NA "low prestige" "mixed" 6
35102 0 "low prestige" "quantitative" 21
35103 1 "low prestige" "quantitative" 3
35104 0 "low prestige" "quantitative" 20
35105 0 "low prestige" "qualitative" 15
35106 0 "low prestige" "quantitative" 19
35107 1 "low prestige" "quantitative" 21
35108 0 "low prestige" "qualitative" 23
35109 0 "low prestige" "qualitative" 21
35110 1 "low prestige" "quantitative" 21
35111 1 "low prestige" "qualitative" 20
35112 0 "low prestige" "quantitative" 19
35113 0 "low prestige" "quantitative" 20
35114 1 "low prestige" "qualitative" 3
35115 1 "low prestige" "quantitative" 21
35116 0 "low prestige" "qualitative" 21
35117 0 "low prestige" "qualitative" 21
35118 0 "low prestige" "qualitative" 3
35119 1 "low prestige" "quantitative" 21
35120 1 "low prestige" "quantitative" 6
35121 0 "low prestige" "quantitative" 21
35122 NA "low prestige" "qualitative" 7
35123 NA "high prestige" "quantitative" 2
35124 0 "low prestige" "quantitative" 10
35125 1 "low prestige" "quantitative" 3
35126 1 "low prestige" "qualitative" 20
35127 0 "low prestige" "qualitative" 21
35128 1 "low prestige" "quantitative" 19
35129 NA "low prestige" "qualitative" 18
35130 1 "low prestige" "quantitative" 21
35131 1 "low prestige" "quantitative" 9
35132 0 "low prestige" "qualitative" 11
35133 0 "high prestige" "quantitative" 9
35134 1 "low prestige" "quantitative" 6
35135 1 "low prestige" "mixed" 16
35136 1 "low prestige" "quantitative" 11
35137 1 "low prestige" "quantitative" 8
35138 NA "high prestige" "quantitative" 21
35139 0 "low prestige" "qualitative" 29
35140 1 "low prestige" "quantitative" 8
35141 0 "low prestige" "quantitative" 24
35142 0 "low prestige" "quantitative" 21
35143 0 "low prestige" "quantitative" 19
35144 0 "low prestige" "quantitative" 6
35145 1 "low prestige" "qualitative" 21
35146 0 "low prestige" "quantitative" 18
35147 0 "low prestige" "qualitative" 21
35148 1 "low prestige" "quantitative" 21
35149 1 "low prestige" "mixed" 21
35150 1 "low prestige" "quantitative" 24
35151 0 "low prestige" "quantitative" 20
35152 0 "low prestige" "quantitative" 21
35153 1 "low prestige" "quantitative" 21
35154 0 "low prestige" "quantitative" 7
35155 1 "low prestige" "quantitative" 6
35156 1 "low prestige" "quantitative" 21
35157 0 "low prestige" "qualitative" 21
35158 NA "low prestige" "qualitative" 8
35159 0 "low prestige" "qualitative" 21
35160 0 "low prestige" "mixed" 21
