"CASEID","ALTER1","ALTER2","WEIGHT"
19851321,1,5,1
19851321,2,3,2
19851321,2,4,2
19851321,2,5,2
19851321,3,4,1
19851321,3,5,2
19851324,1,2,2
19851324,1,3,2
19851324,1,4,2
19851324,1,5,2
19851324,2,3,2
19851324,2,4,2
19851324,2,5,2
19851324,3,4,2
19851324,3,5,2
19851324,4,5,2
19851325,1,2,1
19851325,1,3,1
19851326,1,2,1
19851327,1,2,2
19851327,1,3,2
19851327,2,3,2
19851328,1,2,2
19851328,1,3,1
19851328,2,3,1
19851329,1,2,2
19851329,1,3,2
19851329,1,4,2
19851329,2,3,1
19851329,2,4,1
19851329,3,4,1
19851330,1,2,2
19851330,1,3,2
19851330,1,4,2
19851330,1,5,1
19851330,2,3,2
19851330,2,4,2
19851330,2,5,1
19851330,3,4,2
19851330,3,5,1
19851330,4,5,1
19851331,1,2,2
19851331,1,3,1
19851331,2,3,1
19851332,1,2,2
19851332,1,3,1
19851332,1,4,1
19851332,2,3,1
19851332,3,4,1
19851333,1,2,1
19851333,2,3,2
19851334,1,2,1
19851334,1,3,2
19851334,2,3,1
19851335,1,2,2
19851336,1,2,1
19851336,1,3,2
19851336,1,4,2
19851336,2,3,2
19851336,2,4,2
19851336,3,4,2
19851338,1,2,2
19851338,1,3,2
19851339,2,3,1
19851343,2,3,2
19851347,1,2,2
19851347,1,3,2
19851347,1,4,2
19851347,2,3,1
19851347,2,4,1
19851347,3,4,2
19851348,1,2,2
19851350,1,3,2
19851351,1,2,1
19851352,1,2,2
19851352,1,3,2
19851352,1,4,2
19851352,2,3,2
19851352,2,4,2
19851352,3,4,2
19851353,1,2,2
19851354,1,2,2
19851354,1,3,1
19851357,1,2,1
19851357,1,3,1
19851357,2,3,1
19851358,1,2,2
19851359,1,2,1
19851359,1,3,1
19851359,1,4,1
19851359,2,3,1
19851359,2,4,1
19851360,1,2,2
19851360,1,3,2
19851360,2,3,2
19851361,1,2,1
19851361,2,3,1
19851362,1,2,2
19851362,1,3,1
19851362,1,4,2
19851362,1,5,2
19851362,2,3,2
19851362,2,4,1
19851362,2,5,1
19851362,4,5,2
19851363,1,2,1
19851365,1,2,1
19851373,1,3,1
19851373,1,4,1
19851373,2,3,2
19851373,2,4,1
19851373,3,4,1
19851377,1,2,2
19851377,1,3,1
19851377,2,3,1
19851379,1,2,2
19851379,1,3,2
19851379,2,3,2
19851381,1,2,2
19851381,1,3,2
19851381,1,4,2
19851381,1,5,2
19851381,2,3,2
19851381,2,4,2
19851381,2,5,2
19851381,3,4,1
19851381,3,5,2
19851381,4,5,2
19851382,1,2,2
19851385,1,2,2
19851387,1,2,1
19851387,1,3,2
19851387,1,4,2
19851387,1,5,1
19851387,2,3,1
19851387,2,4,1
19851387,2,5,1
19851387,3,4,1
19851387,3,5,1
19851387,4,5,2
19851389,1,2,2
19851390,1,2,1
19851390,1,3,1
19851390,1,4,1
19851390,2,3,1
19851390,3,4,1
19851391,1,2,1
19851391,1,3,1
19851391,1,4,1
19851391,2,3,2
19851391,2,4,1
19851393,1,2,1
19851393,1,3,1
19851393,1,4,1
19851393,1,5,1
19851393,2,3,2
19851393,2,4,2
19851393,2,5,2
19851393,3,4,2
19851393,3,5,2
19851393,4,5,2
19851397,1,2,1
19851397,1,3,2
19851398,1,2,1
19851398,1,3,2
19851398,1,4,2
19851398,1,5,1
19851398,2,3,2
19851398,2,4,2
19851398,2,5,2
19851398,3,4,2
19851398,3,5,2
19851398,4,5,2
19851399,1,3,2
19851400,1,2,1
19851402,1,2,1
19851402,1,3,1
19851404,1,2,2
19851405,1,2,2
19851405,1,3,2
19851405,1,4,2
19851405,1,5,2
19851405,2,3,2
19851405,2,4,2
19851405,2,5,2
19851405,3,4,2
19851405,3,5,2
19851405,4,5,2
19851406,1,2,1
19851407,1,2,1
19851408,1,2,2
19851408,1,3,1
19851408,2,3,2
19851413,1,2,1
19851420,1,2,1
19851420,1,3,1
19851420,2,3,1
19851421,1,2,1
19851421,1,3,2
19851421,1,4,1
19851421,1,5,1
19851421,2,3,1
19851421,2,4,1
19851421,2,5,1
19851421,3,4,1
19851421,3,5,1
19851421,4,5,2
19851422,1,2,2
19851423,1,2,1
19851423,1,3,1
19851423,2,3,2
19851423,2,4,2
19851423,3,4,2
19851424,1,2,1
19851425,1,2,2
19851425,1,3,1
19851425,1,4,1
19851425,2,4,1
19851425,3,4,1
19851426,1,2,1
19851426,1,3,2
19851426,2,3,1
19851426,2,4,1
19851426,2,5,1
19851426,4,5,2
19851427,1,2,1
19851428,1,2,1
19851428,1,3,2
19851428,1,4,1
19851428,2,3,1
19851429,1,2,1
19851429,1,3,1
19851429,1,5,1
19851429,2,3,2
19851429,2,4,2
19851429,2,5,2
19851429,3,4,2
19851429,3,5,2
19851429,4,5,2
19851430,1,2,2
19851431,1,2,2
19851431,1,3,2
19851431,1,4,1
19851431,1,5,1
19851431,2,3,2
19851431,2,4,1
19851431,2,5,1
19851431,3,4,1
19851431,3,5,1
19851432,1,2,2
19851432,1,3,2
19851432,1,4,1
19851432,2,3,1
19851432,3,4,1
19851433,1,2,1
19851433,1,3,2
19851433,1,4,1
19851433,1,5,1
19851433,2,3,1
19851433,2,4,1
19851433,2,5,1
19851433,3,4,1
19851433,3,5,1
19851433,4,5,1
19851434,1,2,2
19851434,1,3,2
19851434,1,4,1
19851434,1,5,1
19851434,2,3,1
19851434,2,4,2
19851434,2,5,1
19851434,3,4,1
19851434,3,5,1
19851434,4,5,1
19851435,1,2,2
19851435,1,3,1
19851435,1,4,1
19851435,2,3,1
19851435,2,4,2
19851435,3,4,1
19851435,3,5,1
19851435,4,5,2
19851436,1,2,2
19851436,1,3,2
19851436,1,4,1
19851436,1,5,1
19851436,2,3,2
19851436,4,5,2
19851437,1,2,2
19851437,1,3,2
19851437,2,3,2
19851438,1,2,1
19851438,1,3,1
19851438,1,4,1
19851438,1,5,1
19851438,2,3,2
19851438,2,4,1
19851438,2,5,1
19851438,3,4,1
19851438,3,5,1
19851439,1,2,2
19851439,1,3,2
19851439,2,3,2
19851440,1,2,1
19851440,1,3,1
19851440,1,4,1
19851440,1,5,1
19851440,2,3,1
19851440,3,4,1
19851440,4,5,2
19851441,1,2,2
19851442,1,2,2
19851443,1,2,2
19851443,1,3,2
19851443,1,4,2
19851443,1,5,1
19851443,2,3,2
19851443,2,4,2
19851443,2,5,1
19851443,3,4,2
19851443,3,5,2
19851443,4,5,1
19851444,1,2,1
19851444,1,3,2
19851444,1,4,2
19851444,1,5,1
19851444,2,3,2
19851444,2,4,2
19851444,2,5,1
19851444,3,4,2
19851444,3,5,1
19851444,4,5,1
19851445,1,2,2
19851445,1,3,2
19851445,2,3,2
19851446,1,2,1
19851446,1,3,1
19851446,1,4,1
19851446,2,3,2
19851446,2,4,1
19851447,1,2,2
19851447,1,3,2
19851447,1,4,1
19851447,1,5,1
19851447,2,3,2
19851447,2,4,1
19851447,2,5,1
19851447,4,5,2
19851448,1,2,1
19851448,1,3,1
19851448,2,3,2
19851449,1,2,1
19851450,1,2,1
19851450,1,3,2
19851450,2,3,2
19851451,1,5,2
19851451,2,3,2
19851452,1,2,2
19851452,1,3,1
19851452,1,4,1
19851452,1,5,1
19851452,2,3,2
19851452,2,4,2
19851452,2,5,2
19851452,3,4,1
19851452,3,5,2
19851452,4,5,1
19851454,1,2,2
19851454,1,3,2
19851454,1,4,2
19851454,1,5,2
19851454,2,3,2
19851454,2,4,2
19851454,2,5,2
19851454,3,5,2
19851454,4,5,2
19851455,1,2,1
19851455,1,3,1
19851455,2,3,1
19851460,1,2,2
19851460,1,3,2
19851460,1,4,2
19851460,1,5,2
19851460,2,3,2
19851460,2,4,2
19851460,2,5,2
19851460,3,4,2
19851460,3,5,2
19851460,4,5,2
19851461,1,2,1
19851461,1,3,1
19851461,2,3,1
19851462,1,3,2
19851462,2,3,2
19851462,2,4,2
19851462,3,4,1
19851465,1,2,2
19851465,1,3,2
19851465,1,4,2
19851465,2,3,1
19851465,2,4,1
19851465,3,4,2
19851467,1,2,2
19851467,1,3,1
19851467,1,4,2
19851467,2,3,1
19851467,2,4,2
19851467,3,4,1
19851467,4,5,2
19851468,1,3,1
19851468,1,5,1
19851468,2,3,1
19851468,2,5,2
19851468,3,4,2
19851468,3,5,2
19851468,4,5,2
19851469,1,2,2
19851470,2,3,2
19851472,1,2,2
19851472,1,3,1
19851472,2,3,1
19851475,1,2,1
19851477,1,2,2
19851477,1,3,2
19851477,1,4,2
19851477,1,5,1
19851477,3,4,2
19851477,3,5,1
19851479,1,2,1
19851479,1,3,1
19851479,2,3,1
19851481,1,2,2
19851481,1,3,2
19851481,1,4,1
19851481,1,5,1
19851481,2,3,2
19851481,3,5,1
19851481,4,5,1
19851483,1,2,2
19851484,1,2,1
19851485,1,2,1
19851485,1,3,1
19851485,2,3,1
19851485,2,4,2
19851485,3,4,1
19851485,4,5,2
19851486,1,2,2
19851486,1,3,1
19851486,1,4,1
19851486,1,5,1
19851486,2,3,1
19851486,3,4,2
19851486,3,5,2
19851486,4,5,2
19851487,1,2,1
19851487,1,3,1
19851487,1,4,2
19851487,2,3,1
19851487,2,4,1
19851487,3,4,2
19851488,1,2,2
19851488,1,3,1
19851488,1,4,2
19851488,1,5,2
19851488,2,3,2
19851488,2,4,1
19851488,2,5,2
19851488,3,4,1
19851488,3,5,1
19851488,4,5,2
19851489,1,2,2
19851489,1,3,2
19851489,1,4,2
19851489,1,5,2
19851489,2,3,2
19851489,2,4,2
19851489,2,5,2
19851489,3,4,2
19851489,3,5,2
19851489,4,5,2
19851490,1,2,2
19851491,1,2,1
19851491,1,3,1
19851491,1,4,2
19851491,1,5,2
19851491,2,3,1
19851491,2,4,2
19851491,2,5,2
19851491,3,4,1
19851491,3,5,2
19851491,4,5,2
19851492,1,2,2
19851492,1,3,1
19851492,1,4,2
19851492,1,5,2
19851492,2,3,1
19851492,2,4,2
19851492,2,5,2
19851492,3,4,1
19851492,3,5,1
19851492,4,5,2
19851493,1,2,2
19851493,1,3,2
19851493,2,3,1
19851495,1,2,2
19851495,1,3,2
19851495,2,3,2
19851496,1,2,1
19851496,1,3,1
19851496,1,4,1
19851496,2,3,1
19851496,2,4,1
19851497,1,2,2
19851497,1,3,2
19851497,1,4,2
19851497,1,5,2
19851497,2,3,1
19851497,2,4,1
19851497,2,5,1
19851497,3,4,2
19851497,3,5,1
19851497,4,5,1
19851498,1,2,2
19851498,1,3,2
19851498,2,3,2
19851498,2,4,1
19851498,3,4,2
19851499,1,2,1
19851499,1,3,1
19851499,1,4,1
19851499,1,5,1
19851499,2,3,2
19851499,2,4,1
19851499,2,5,1
19851499,3,4,1
19851499,3,5,1
19851499,4,5,2
19851500,1,2,2
19851501,1,2,2
19851501,1,3,1
19851501,2,3,1
19851502,1,2,2
19851502,1,3,2
19851502,1,4,1
19851502,1,5,2
19851502,2,3,2
19851502,3,4,1
19851502,4,5,2
19851503,1,2,1
19851503,1,3,1
19851504,1,2,1
19851505,1,2,2
19851505,1,3,2
19851505,1,4,2
19851505,1,5,2
19851505,2,3,2
19851505,2,4,2
19851505,2,5,2
19851505,3,4,2
19851505,3,5,2
19851505,4,5,2
19851506,1,2,2
19851506,1,3,2
19851506,1,4,2
19851506,1,5,2
19851506,2,3,2
19851506,4,5,2
19851507,1,2,1
19851507,1,3,2
19851507,2,3,2
19851508,1,2,1
19851508,1,3,1
19851508,1,4,1
19851508,1,5,1
19851508,2,3,2
19851508,2,4,2
19851508,3,4,2
19851509,1,2,1
19851509,2,3,2
19851510,1,2,2
19851510,1,3,1
19851510,1,5,2
19851510,2,5,2
19851510,3,4,2
19851512,1,2,1
19851512,1,3,1
19851512,1,4,1
19851512,1,5,1
19851512,2,3,1
19851512,2,4,2
19851512,2,5,1
19851512,3,4,1
19851512,3,5,1
19851512,4,5,2
19851514,1,2,1
19851514,1,3,1
19851514,1,4,1
19851514,2,3,1
19851514,2,4,1
19851514,3,4,1
19851515,1,2,1
19851515,1,3,1
19851515,1,4,1
19851516,1,2,2
19851516,1,3,2
19851516,1,4,1
19851516,1,5,1
19851516,2,3,2
19851516,2,4,1
19851516,2,5,1
19851516,3,4,1
19851516,3,5,1
19851516,4,5,1
19851518,2,3,2
19851519,2,3,1
19851519,2,4,1
19851519,2,5,1
19851519,3,4,1
19851519,3,5,1
19851519,4,5,1
19851520,1,2,1
19851520,1,3,1
19851520,1,4,1
19851520,2,3,1
19851520,2,4,1
19851520,3,4,1
19851521,1,2,1
19851521,1,3,1
19851521,1,5,2
19851521,2,3,1
19851521,2,4,2
19851521,3,4,1
19851522,1,2,2
19851522,1,3,2
19851522,2,3,2
19851523,1,2,1
19851524,1,2,1
19851524,1,3,2
19851524,1,4,1
19851524,1,5,1
19851524,2,3,1
19851524,2,4,1
19851524,2,5,1
19851524,3,4,2
19851524,3,5,2
19851524,4,5,2
19851525,1,2,2
19851525,1,3,2
19851525,1,4,2
19851525,1,5,1
19851525,2,3,2
19851525,2,4,2
19851525,2,5,2
19851525,3,4,2
19851525,3,5,1
19851525,4,5,2
19851526,1,2,2
19851526,1,3,2
19851526,1,4,2
19851526,1,5,2
19851526,2,3,2
19851526,2,4,2
19851526,2,5,2
19851526,3,4,2
19851526,3,5,2
19851526,4,5,2
19851527,1,2,1
19851527,1,3,2
19851527,1,4,1
19851528,1,2,1
19851528,1,3,1
19851529,1,2,2
19851529,1,3,2
19851529,1,4,1
19851529,1,5,2
19851529,2,3,2
19851529,2,4,1
19851529,2,5,2
19851529,3,4,1
19851529,3,5,2
19851529,4,5,1
19851530,1,2,2
19851530,1,3,1
19851530,2,3,1
19851531,1,2,2
19851531,1,3,1
19851531,1,4,2
19851531,2,3,2
19851531,2,4,1
19851531,3,4,1
19851532,1,2,2
19851532,1,3,1
19851532,1,4,1
19851532,2,3,1
19851532,2,4,1
19851532,3,4,1
19851533,1,2,1
19851533,1,3,1
19851533,2,3,2
19851534,1,2,1
19851534,1,3,1
19851534,2,3,1
